Crop,State,District,Season,Year,Area,Production,Yield,Rainfall,Temperature,Humidity,pH,N,P,K,Pesticide_usage
Mustard,Tamil Nadu,Tiruchirappalli,Rabi,2008,1079.3,2325.68,2.1548,309.07,11.71,69.8,7.08,73.97,44.05,33.82,6.6
Mustard,Rajasthan,Kota,Rabi,2004,22350.94,46299.97,2.0715,535.02,16.57,51.21,7.26,76.05,46.2,36.3,12.67
Onion,Telangana,Warangal,Rabi,2009,32930.61,,23.5289,354.33,19.68,69.47,6.36,82.9,64.79,72.09,5.47
Mustard,Gujarat,Mehsana,Rabi,2008,,1916.85,2.1011,350.86,11.56,61.78,5.8,86.73,34.12,30.14,9.11
Soybean,Uttar Pradesh,Kanpur,Kharif,2018,46736.09,108035.15,2.3116,1071.58,22.96,71.25,6.09,27.1,45.99,57.47,11.09
Soybean,Assam,Jorhat,Kharif,2019,41918.87,87690.08,2.0919,721.12,28.71,70.41,6.11,43.31,40.66,48.13,7.51
Sugarcane,Gujarat,Ahmedabad,Whole Year,2004,22214.27,1733130.69,78.0188,1670.14,26.73,80.7,7.44,130.79,,84.96,
Potato,Karnataka,Mysuru,Whole Year,2004,9750.51,236816.49,24.2876,514.65,21.28,,5.07,104.14,69.44,121.7,4.75
Potato,Andhra Pradesh,Visakhapatnam,Whole Year,2023,41321.41,,24.4252,631.77,,,6.41,104.25,70.52,114.99,5.84
Sugarcane,Madhya Pradesh,Ujjain,Whole Year,2022,41463.05,3431200.07,82.7532,1415.56,27.96,87.38,,152.22,64.52,97.62,13.8
Potato,Rajasthan,Udaipur,Rabi,2017,12459.57,361049.68,28.9777,738.06,21.74,,5.93,82.19,89.16,132.17,18.18
Maize,Punjab,Bathinda,Zaid,2018,37216.1,147863.29,3.9731,853.88,20.11,72.76,6.36,82.31,65.13,50.12,18.82
Groundnut,Maharashtra,Amravati,Kharif,2000,42889.62,53221.73,1.2409,763.92,27.93,64.9,6.36,18.11,33.9,67.55,8.34
Sunflower,Punjab,Ludhiana,Zaid,2013,20017.6,30162.52,1.5068,409.94,26.57,51.98,,64.19,48.78,51.04,6.42
Onion,Andhra Pradesh,Visakhapatnam,Zaid,2004,24036.84,,24.4371,473.22,18.97,62.95,6.18,81.57,65.81,90.19,13.77
Turmeric,Maharashtra,Amravati,Kharif,2003,17880.39,146921.38,8.2169,1557.29,27.89,71.43,6.79,79.89,51.11,114.01,19.9
Sunflower,Bihar,Gaya,Rabi,2000,,42695.89,1.2588,483.83,30.3,51.41,7.09,73.2,43.83,55.47,5.56
Maize,Rajasthan,Jaipur,Zaid,2003,40265.74,174189.59,4.326,1017.62,20.69,55.78,6.85,93.66,58.69,65.23,9.69
Barley,Maharashtra,Amravati,Rabi,2020,13794.93,42898.09,3.1097,487.83,15.93,51.05,6.87,79.76,48.42,45.19,9.24
Sugarcane,Odisha,Sambalpur,Whole Year,2023,22836.56,1889403.34,82.7359,1447.57,,73.14,6.91,152.21,50.76,102.1,13.68
Ginger,Karnataka,Belagavi,Kharif,2017,21535.7,310564.18,14.4209,1967.83,20.37,83.24,6.1,81.16,49.81,117.41,
Tea,Maharashtra,Kolhapur,Whole Year,2000,27264.2,63563.76,2.3314,1573.34,20.44,76.9,4.61,104.81,24.87,41.34,4.3
Groundnut,Punjab,Jalandhar,Zaid,2014,5950.69,9014.7,1.5149,,27.0,74.24,5.96,20.55,48.23,70.73,12.47
Maize,Odisha,Rourkela,Kharif,2021,37824.71,172117.56,4.5504,680.06,28.73,74.44,6.64,115.22,62.84,54.73,17.1
Sunflower,Uttar Pradesh,Varanasi,Rabi,2009,15592.27,24260.01,1.5559,611.88,21.23,40.54,6.09,88.99,44.59,,15.34
Sunflower,Bihar,Muzaffarpur,Rabi,2018,9862.86,17097.27,1.7335,,23.63,46.65,,62.13,50.61,,17.05
Groundnut,Tamil Nadu,Salem,Zaid,2001,28830.73,40994.41,1.4219,464.13,25.73,69.45,6.51,27.43,34.38,76.34,13.16
Potato,Maharashtra,Nashik,Rabi,2021,36807.27,969245.84,26.333,539.77,21.81,,5.8,104.94,72.3,141.6,18.08
Wheat,Madhya Pradesh,Jabalpur,Rabi,2023,6631.06,23162.29,3.493,706.59,15.65,69.39,6.97,76.43,41.9,59.12,10.56
Ginger,Haryana,Faridabad,Kharif,2005,40818.65,564636.22,13.8328,1800.44,21.95,79.27,6.27,67.68,56.35,93.24,11.63
Bajra,Karnataka,Belagavi,Kharif,2008,26979.16,34465.88,1.2775,203.09,25.85,39.49,5.71,64.52,37.56,30.06,15.53
Rice,Uttar Pradesh,Agra,Kharif,2020,12057.46,58232.71,4.8296,,22.57,76.73,6.07,118.76,57.26,54.89,2.98
Barley,Assam,Guwahati,Rabi,2008,45083.05,130583.05,2.8965,626.56,23.21,54.23,6.21,81.89,38.03,47.2,5.54
Sugarcane,Odisha,Rourkela,Kharif,2011,,1389055.87,74.5348,1008.26,27.32,68.9,6.53,144.1,60.23,70.99,15.51
Tomato,Karnataka,Belagavi,Whole Year,2005,43366.08,1297881.73,29.9285,635.28,24.24,65.74,6.97,93.23,65.94,109.89,7.85
Rice,Telangana,Hyderabad,Kharif,2001,17276.27,72610.44,4.2029,2166.45,22.38,88.43,5.8,103.12,57.1,43.09,15.99
Cotton,Bihar,Gaya,Kharif,2018,46006.53,86087.42,1.8712,588.75,23.28,68.79,7.87,,29.41,27.14,7.36
Potato,West Bengal,Siliguri,Rabi,2002,27491.21,724772.76,26.3638,571.1,23.97,82.02,5.81,81.11,90.35,143.1,5.86
Sugarcane,Andhra Pradesh,Guntur,Whole Year,2003,18212.9,1380831.05,75.8161,1850.01,24.76,82.28,6.09,125.45,75.19,87.08,15.91
Soybean,Assam,Guwahati,Kharif,2010,45176.48,102713.24,2.2736,1168.88,22.42,68.16,6.59,35.27,45.21,56.48,12.39
Potato,Bihar,Patna,Rabi,2009,44359.14,1204594.63,27.1555,555.75,,77.91,6.31,107.23,92.97,114.18,9.37
Groundnut,Uttar Pradesh,Varanasi,Kharif,2017,28557.36,48187.69,1.6874,670.63,25.38,,5.71,17.56,,84.15,10.71
Chickpea,Maharashtra,Aurangabad,Rabi,2012,7734.65,11413.25,1.4756,541.38,27.99,57.79,7.46,18.3,54.79,24.4,13.09
Onion,Karnataka,Mysuru,Zaid,2020,48581.36,1133189.37,23.3256,304.56,17.55,,7.1,79.11,68.6,67.34,
Tomato,Telangana,Warangal,Zaid,2023,26353.77,1027341.11,38.9827,,26.12,61.95,6.5,105.86,65.93,100.13,9.5
Coffee,Rajasthan,Kota,Whole Year,2004,25175.55,,1.0688,1555.72,27.19,79.7,6.01,93.77,57.95,89.84,12.38
Maize,Odisha,Cuttack,Zaid,2012,43342.62,182715.15,4.2156,1049.45,22.61,51.06,5.97,,64.71,65.5,14.09
Turmeric,Assam,Jorhat,Kharif,2006,45553.63,,9.191,1850.15,34.66,76.46,5.6,92.97,41.48,138.56,6.22
Sunflower,Uttar Pradesh,Agra,Zaid,2000,2408.84,3363.22,1.3962,714.83,21.84,61.04,5.86,84.63,52.6,40.53,12.47
Jowar,Rajasthan,Ajmer,Kharif,2018,22019.32,33357.07,1.5149,443.22,25.33,40.12,,79.5,48.41,34.72,19.91
Onion,Tamil Nadu,Tiruchirappalli,Zaid,2012,41996.74,801314.6,19.0804,342.64,23.46,67.39,6.97,79.96,,72.04,5.86
Onion,Karnataka,Mysuru,Zaid,2007,43874.94,1054744.78,24.0398,681.06,22.81,56.77,6.37,66.98,58.71,97.69,15.08
Sugarcane,Telangana,Nizamabad,Kharif,2006,32548.03,2482194.14,76.2625,,32.15,78.06,7.42,125.03,56.57,91.24,2.5
Coffee,Odisha,Rourkela,Whole Year,2016,17965.29,27111.42,1.5091,2381.8,18.4,85.52,5.57,105.85,40.63,122.34,16.25
Onion,Gujarat,Ahmedabad,Zaid,2003,23821.05,609206.68,25.5743,523.71,22.65,54.24,6.11,90.91,41.36,73.77,0.91
Groundnut,Gujarat,Vadodara,Kharif,2001,40452.39,61629.22,1.5235,610.96,25.96,61.33,5.68,37.2,30.11,89.22,5.55
Chickpea,Bihar,Patna,Rabi,2002,15703.57,23462.7,1.4941,589.07,15.11,49.37,6.93,15.67,54.14,24.15,17.49
Rice,Bihar,Patna,Kharif,2013,40688.44,194966.8,4.7917,1511.06,23.92,82.62,6.5,110.88,59.52,42.1,4.47
Coffee,Maharashtra,Kolhapur,Whole Year,2017,13242.46,25520.87,1.9272,2241.41,19.2,85.82,6.35,132.78,66.93,81.72,1.66
Barley,Andhra Pradesh,Kakinada,Rabi,2017,27548.06,83123.52,3.0174,425.92,17.26,62.76,7.13,64.63,42.25,47.7,7.97
Bajra,Maharashtra,Nagpur,Kharif,2010,8870.77,12255.86,1.3816,435.88,29.04,31.24,6.58,74.09,21.48,,0.97
Mustard,Uttar Pradesh,Lucknow,Rabi,2021,44756.82,104135.69,2.3267,344.78,13.67,67.9,5.91,79.57,41.69,47.83,1.4
Chickpea,Maharashtra,Pune,Rabi,2000,27733.01,53094.85,1.9145,399.14,23.57,,6.25,30.34,57.96,27.62,2.81
Cotton,Telangana,Nizamabad,Kharif,2010,16549.46,37702.98,2.2782,1041.17,27.1,62.69,6.0,66.04,47.27,43.51,3.22
Chickpea,Haryana,Rohtak,Rabi,2004,38750.44,57924.16,1.4948,518.47,26.06,50.94,6.24,15.01,57.32,34.65,0.68
Onion,Gujarat,Rajkot,Rabi,2016,31192.77,721323.45,23.1247,675.44,19.45,61.41,7.19,85.22,56.68,97.51,16.96
Onion,Andhra Pradesh,Guntur,Rabi,2015,10258.77,246857.81,24.0631,445.86,24.15,56.65,7.21,81.51,59.81,86.2,0.5
Bajra,West Bengal,Asansol,Kharif,2007,24256.28,,1.2177,506.39,27.54,42.14,5.58,,28.53,29.57,14.19
Tomato,Andhra Pradesh,Guntur,Zaid,2003,48199.58,1921775.09,39.8712,911.48,20.73,73.53,6.65,106.32,62.34,91.61,17.59
Sunflower,Assam,Dibrugarh,Zaid,2019,243.2,316.23,1.3003,587.32,27.73,44.22,6.17,66.89,41.24,48.55,16.07
Mustard,Assam,Silchar,Rabi,2007,41110.58,70878.75,1.7241,,24.94,,7.41,53.93,34.48,38.88,
Groundnut,Rajasthan,Kota,Kharif,2008,37579.82,87696.27,2.3336,670.95,26.46,58.37,6.68,38.67,42.75,66.81,0.77
Ginger,Punjab,Patiala,Kharif,2022,19283.5,271706.44,14.0901,1508.06,22.19,73.66,6.35,85.25,40.77,83.33,4.11
Sunflower,Uttar Pradesh,Varanasi,Zaid,2021,6462.69,11194.67,1.7322,616.65,31.43,68.65,,91.01,57.35,46.13,5.86
Maize,Madhya Pradesh,Jabalpur,Zaid,2007,37390.45,,4.1241,730.8,23.35,65.8,6.26,101.21,69.7,47.96,16.68
Sugarcane,Punjab,Patiala,Whole Year,2023,36083.98,3098895.81,85.8801,1424.88,34.18,84.16,6.86,157.26,74.96,91.94,17.66
Sunflower,Tamil Nadu,Madurai,Rabi,2000,17187.7,27337.04,1.5905,499.22,31.39,40.51,6.96,88.04,43.43,57.91,3.43
Jowar,Uttar Pradesh,Lucknow,Kharif,2018,8772.07,12483.53,1.4231,532.2,32.23,49.82,6.31,77.63,37.4,30.06,
Onion,Karnataka,Hubli,Zaid,2008,34238.98,826152.35,24.129,306.21,26.79,67.67,6.07,92.23,,72.3,16.89
Tomato,Haryana,Rohtak,Whole Year,2013,45815.79,1643568.16,35.8734,620.99,26.38,65.08,6.33,86.62,77.02,101.79,5.21
Barley,Karnataka,Mysuru,Rabi,2015,32622.06,84572.69,2.5925,668.8,17.11,48.97,6.55,56.3,50.9,36.43,8.34
Soybean,West Bengal,Durgapur,Kharif,2012,30404.14,,2.4131,977.27,25.82,77.85,6.66,39.6,53.96,51.95,7.38
Sunflower,Tamil Nadu,Coimbatore,Rabi,2016,1810.08,2925.45,1.6162,746.04,29.78,64.34,6.4,74.23,40.27,51.18,1.4
Sunflower,Madhya Pradesh,Rewa,Rabi,2005,39148.63,66106.38,1.6886,515.66,30.09,54.77,6.81,90.95,40.87,56.43,2.48
Wheat,Punjab,Bathinda,Rabi,2017,,26389.2,3.9942,454.82,11.27,50.73,7.06,94.8,58.84,56.38,
Coffee,Tamil Nadu,Salem,Whole Year,2004,28105.32,62039.68,2.2074,1968.18,24.7,84.13,5.82,122.95,48.2,94.56,6.79
Sugarcane,Andhra Pradesh,Kakinada,Whole Year,2015,1634.2,133066.04,81.4258,1637.82,25.82,78.47,6.57,127.77,70.3,94.55,2.65
Onion,Gujarat,Rajkot,Zaid,2007,5404.36,99655.86,18.4399,389.78,22.09,51.42,7.11,79.8,47.44,71.26,12.33
Mustard,Tamil Nadu,Tiruchirappalli,Rabi,2012,37597.47,73138.36,1.9453,444.11,21.09,55.91,6.9,50.37,41.5,47.03,10.58
Onion,Tamil Nadu,Coimbatore,Zaid,2001,29274.1,632938.24,21.6211,322.84,20.49,70.05,6.55,64.59,56.88,98.54,10.65
Coffee,Assam,Silchar,Whole Year,2019,25216.11,40454.21,1.6043,1802.95,24.38,81.84,5.74,137.56,45.71,80.51,13.4
Sunflower,Haryana,Rohtak,Rabi,2019,2254.1,2815.82,1.2492,567.01,22.29,64.67,6.96,61.39,43.5,48.98,7.19
Onion,Madhya Pradesh,Jabalpur,Zaid,2010,45472.13,865975.79,19.0441,438.4,22.24,,6.15,89.9,41.44,64.72,19.22
Onion,Punjab,Patiala,Zaid,2021,47547.09,934932.69,19.6633,440.06,25.5,63.64,6.16,77.9,43.53,84.57,15.14
Tomato,Gujarat,Ahmedabad,Zaid,2018,41546.91,1513404.36,36.4264,835.11,26.01,72.72,6.77,,84.48,104.71,16.7
Onion,Uttar Pradesh,Bareilly,Zaid,2006,26700.59,588537.07,22.0421,628.89,17.56,70.07,6.08,78.78,61.13,72.79,3.56
Jowar,Tamil Nadu,Chennai,Kharif,2013,14526.23,23785.25,1.6374,493.33,32.15,45.39,7.27,81.0,33.94,37.01,11.02
Sunflower,Madhya Pradesh,Bhopal,Rabi,2021,23094.5,33844.99,1.4655,499.29,26.51,43.82,6.78,85.66,44.47,,9.92
Mustard,Maharashtra,Amravati,Rabi,2016,23661.97,51072.0,2.1584,644.52,13.29,43.64,6.21,75.95,47.68,37.96,4.53
Sunflower,Karnataka,Bengaluru,Rabi,2000,556.4,748.25,1.3448,404.71,29.3,59.07,7.12,86.1,56.58,45.77,11.0
Turmeric,Telangana,Hyderabad,Kharif,2014,3061.39,29872.13,9.7577,2388.47,28.3,75.11,6.36,99.56,58.94,132.04,17.59
Potato,West Bengal,Durgapur,Rabi,2000,4874.7,134831.76,27.6595,726.56,20.2,70.95,6.22,104.93,73.1,126.1,10.92
Groundnut,Madhya Pradesh,Bhopal,Kharif,2021,22732.52,46672.14,2.0531,741.16,30.05,59.84,6.26,,48.13,77.69,1.45
Potato,Gujarat,Ahmedabad,Whole Year,2016,45546.35,1443618.89,31.6956,971.21,18.17,69.76,5.01,123.37,65.87,139.25,2.76
Barley,Bihar,Patna,Rabi,2002,25488.63,78522.82,3.0807,701.73,24.11,48.21,6.55,78.93,46.02,,4.98
Barley,Karnataka,Hubli,Rabi,2009,25536.65,68535.26,2.6838,781.88,17.2,56.35,6.96,63.54,50.47,39.57,
Ginger,Tamil Nadu,Tiruchirappalli,Kharif,2002,3035.34,49707.03,16.3761,1978.04,27.91,74.02,6.09,84.54,49.61,100.24,17.28
Tomato,Uttar Pradesh,Kanpur,Whole Year,2000,8412.12,367865.37,43.7304,956.32,20.69,69.2,6.88,98.45,72.48,119.6,17.4
Tomato,Uttar Pradesh,Allahabad,Whole Year,2004,47197.28,1808023.96,38.3078,861.0,27.98,67.92,,86.28,67.41,115.68,8.24
Soybean,Tamil Nadu,Salem,Kharif,2021,25335.62,43554.46,1.7191,,28.09,78.15,7.0,26.07,43.18,43.21,
Tea,Odisha,Cuttack,Whole Year,2010,,27333.96,2.95,2818.66,22.14,78.04,4.72,134.32,34.84,77.31,4.44
Bajra,Assam,Silchar,Kharif,2014,,34882.66,1.3447,455.79,33.37,37.15,5.6,71.05,26.91,23.74,3.75
Potato,Madhya Pradesh,Jabalpur,Whole Year,2020,26568.53,853668.12,32.1308,898.15,23.79,73.96,5.15,126.79,70.49,104.32,1.33
Sunflower,West Bengal,Howrah,Zaid,2015,24475.63,37447.71,1.53,558.38,24.04,51.05,5.92,78.32,52.4,53.59,6.77
Soybean,Tamil Nadu,Chennai,Kharif,2014,49159.54,,2.283,1116.43,23.75,52.29,6.58,31.53,47.55,58.09,5.74
Sunflower,Tamil Nadu,Salem,Rabi,2006,,68849.59,1.4303,412.34,27.14,50.97,5.86,74.07,59.15,55.99,10.86
Coffee,Maharashtra,Nashik,Whole Year,2021,23714.38,45571.92,1.9217,2280.76,24.6,70.11,6.29,130.07,44.15,104.55,18.92
Tea,Telangana,Nizamabad,Whole Year,2023,7821.68,17282.78,2.2096,1992.48,26.64,84.38,5.17,119.47,24.39,65.39,9.49
Jowar,Uttar Pradesh,Bareilly,Kharif,2022,34269.41,59933.77,1.7489,698.36,,57.45,6.94,80.17,27.04,45.36,5.57
Chickpea,Uttar Pradesh,Bareilly,Rabi,2015,44269.52,56788.94,1.2828,518.4,23.52,54.04,6.21,19.53,41.24,31.65,0.91
Rice,Uttar Pradesh,Lucknow,Kharif,2021,39843.31,179087.71,4.4948,1390.43,28.62,77.29,6.21,90.4,47.35,58.7,1.38
Turmeric,West Bengal,Durgapur,Kharif,2005,35832.57,332196.59,9.2708,1766.85,28.43,70.44,6.1,71.79,53.64,143.28,11.79
Ginger,Haryana,Hisar,Kharif,2019,31811.05,498603.22,15.6739,2638.61,26.31,89.57,6.42,76.25,40.64,87.79,12.09
Turmeric,Odisha,Bhubaneswar,Kharif,2019,45305.58,427195.37,9.4292,1427.25,25.11,82.09,6.88,93.68,55.73,142.95,13.5
Chickpea,Andhra Pradesh,Visakhapatnam,Rabi,2004,37656.25,61063.38,1.6216,545.08,16.21,43.56,6.72,29.7,40.56,35.29,17.13
Sugarcane,Rajasthan,Kota,Whole Year,2017,3475.4,275738.24,79.34,1205.77,29.96,80.35,6.11,143.31,66.66,102.8,14.91
Ginger,Maharashtra,Aurangabad,Kharif,2009,22892.32,323537.16,14.133,2679.13,20.41,71.2,6.42,65.52,,108.99,6.95
Sunflower,Rajasthan,Ajmer,Rabi,2004,38575.53,56806.33,1.4726,524.66,28.19,55.71,7.44,80.84,40.41,49.68,12.16
Ginger,Assam,Dibrugarh,Kharif,2013,35895.67,649043.97,18.0814,2442.74,26.69,84.01,5.82,69.47,47.35,103.35,17.91
Potato,Haryana,Gurugram,Whole Year,2021,13687.16,398555.04,29.1189,586.26,24.7,73.98,6.47,93.34,64.22,144.65,1.29
Soybean,Gujarat,Mehsana,Kharif,2017,16879.83,44642.09,2.6447,659.56,25.84,69.13,6.13,47.91,54.27,58.56,7.25
Onion,Telangana,Khammam,Zaid,2010,15831.52,387096.5,24.451,697.57,25.52,60.01,6.99,86.58,59.79,73.89,14.36
Chickpea,Odisha,Rourkela,Rabi,2018,49660.58,87670.79,1.7654,643.02,21.44,63.81,7.22,29.6,51.81,24.8,3.91
Tomato,Andhra Pradesh,Visakhapatnam,Whole Year,2022,,33938.73,30.8562,890.94,28.88,60.57,6.79,92.95,81.01,89.14,7.99
Wheat,Haryana,Rohtak,Rabi,2001,17229.11,58339.49,3.3861,671.01,14.36,49.06,6.92,82.7,48.34,45.86,9.8
Sunflower,Haryana,Hisar,Rabi,2021,7652.43,12875.21,1.6825,,29.13,57.86,6.14,85.05,51.65,57.34,5.89
Groundnut,Assam,Silchar,Zaid,2007,361.21,711.26,1.9691,624.45,34.19,,6.76,36.56,48.76,75.77,6.28
Rice,Rajasthan,Udaipur,Kharif,2020,690.01,2403.3,3.483,1066.77,23.32,84.45,5.96,80.77,53.12,52.45,19.84
Jowar,Tamil Nadu,Coimbatore,Kharif,2020,26620.43,32138.85,1.2073,573.5,33.99,55.49,6.84,62.35,29.69,28.04,1.56
Groundnut,Andhra Pradesh,Kakinada,Zaid,2013,20598.15,45703.18,2.2188,895.34,28.55,73.93,6.87,21.34,39.62,,9.27
Groundnut,Maharashtra,Aurangabad,Zaid,2020,33663.82,59504.17,1.7676,,32.82,67.44,6.18,35.72,30.75,78.12,7.41
Onion,Haryana,Hisar,Zaid,2006,,828309.92,22.1398,496.7,16.14,67.5,6.66,83.41,66.35,71.45,10.84
Wheat,Madhya Pradesh,Bhopal,Rabi,2001,39913.4,148374.07,3.7174,853.74,10.62,66.92,7.29,78.83,40.33,56.56,
Rice,Gujarat,Rajkot,Kharif,2018,24172.4,101877.0,4.2146,2490.92,30.78,80.94,6.71,91.26,44.64,47.1,6.67
Sugarcane,Assam,Silchar,Whole Year,2020,15291.22,1395273.36,91.2467,1741.04,28.87,68.82,6.07,146.69,74.8,109.52,17.78
Tomato,Bihar,Bhagalpur,Whole Year,2008,22626.74,846921.14,37.4301,1078.47,28.42,66.6,6.44,101.06,60.82,91.98,16.71
Tea,Assam,Guwahati,Whole Year,2011,34259.91,71853.31,2.0973,2462.76,15.85,94.82,4.86,80.93,32.62,73.29,7.92
Onion,Tamil Nadu,Madurai,Zaid,2008,12601.46,310269.37,24.6217,,22.46,66.13,6.88,73.29,66.42,79.65,14.04
Chickpea,Punjab,Amritsar,Rabi,2020,30428.43,52227.36,1.7164,556.77,20.54,,7.43,39.18,45.05,38.41,15.7
Groundnut,Telangana,Nizamabad,Kharif,2002,24757.03,,1.8038,855.19,30.35,62.26,6.37,18.71,36.42,85.78,
Sunflower,Maharashtra,Nashik,Rabi,2006,42784.02,58524.26,1.3679,524.49,28.85,63.8,6.45,,43.01,41.8,6.55
Bajra,Assam,Guwahati,Kharif,2021,11423.37,18063.77,1.5813,381.3,26.87,62.41,6.62,76.71,35.49,31.94,5.94
Tomato,Andhra Pradesh,Vijayawada,Zaid,2001,38177.03,1153244.09,30.2078,622.14,26.34,71.46,6.33,85.72,79.0,82.53,10.5
Tea,Uttar Pradesh,Agra,Whole Year,2016,19755.83,47834.79,2.4213,2327.48,20.63,80.5,5.43,118.45,28.82,63.95,18.36
Barley,Tamil Nadu,Salem,Rabi,2015,48152.9,148667.26,3.0874,638.31,21.5,56.36,6.29,78.29,45.7,41.59,14.1
Groundnut,Rajasthan,Kota,Zaid,2001,7399.21,,2.0043,511.36,28.55,50.38,6.0,22.96,44.88,82.2,1.01
Chickpea,Gujarat,Rajkot,Rabi,2022,25196.14,43045.09,1.7084,464.01,15.8,49.06,6.13,37.09,45.97,24.47,1.53
Turmeric,Andhra Pradesh,Kurnool,Kharif,2022,3621.81,27513.44,7.5966,2274.33,21.75,66.67,6.11,75.8,42.22,132.5,6.42
Maize,Odisha,Sambalpur,Zaid,2000,27041.9,113521.9,4.198,991.36,22.4,74.49,6.16,89.99,65.22,51.94,18.47
Rice,Rajasthan,Ajmer,Kharif,2015,35005.47,141957.68,4.0553,1631.17,24.88,88.05,,101.92,43.52,54.01,8.39
Maize,Telangana,Khammam,Zaid,2010,14203.91,63302.57,4.4567,726.23,20.43,57.94,6.81,,47.2,61.61,2.1
Barley,Punjab,Bathinda,Rabi,2022,14777.57,42079.13,2.8475,743.32,18.51,40.36,7.22,64.23,53.13,38.59,13.22
Tomato,Madhya Pradesh,Rewa,Zaid,2003,29156.62,1031295.89,35.3709,607.17,20.85,78.99,6.7,116.66,67.3,111.65,12.85
Tomato,Telangana,Warangal,Zaid,2014,,155760.74,36.1078,933.22,20.98,76.23,6.81,85.99,,80.75,14.2
Groundnut,Punjab,Jalandhar,Zaid,2012,239.32,476.18,1.9897,894.78,28.54,,5.99,17.52,43.04,70.95,13.89
Sugarcane,Karnataka,Belagavi,Whole Year,2022,16367.19,1276077.79,77.9656,1683.68,26.36,82.69,6.53,,75.18,100.23,17.44
Chickpea,Punjab,Patiala,Rabi,2022,,58988.18,1.3693,497.98,18.33,41.03,7.25,15.69,53.78,28.2,
Jowar,West Bengal,Durgapur,Kharif,2016,37143.06,62300.05,1.6773,508.7,32.94,69.54,,60.27,49.19,40.94,16.54
Barley,Tamil Nadu,Salem,Rabi,2000,14649.55,49411.47,3.3729,527.8,21.44,37.16,6.99,77.42,52.1,50.03,0.66
Cotton,West Bengal,Durgapur,Kharif,2023,3071.59,4888.74,1.5916,610.16,24.07,46.85,6.62,79.27,26.57,33.65,2.6
Rice,Andhra Pradesh,Guntur,Kharif,2000,31156.16,119845.29,3.8466,1138.7,,85.01,6.89,95.93,44.36,41.15,11.92
Onion,Maharashtra,Nashik,Zaid,2022,,772061.24,21.9266,550.6,18.62,52.08,6.8,87.74,40.69,79.18,9.2
Barley,Haryana,Faridabad,Rabi,2002,48526.49,118618.15,2.4444,459.65,14.39,64.85,,51.39,46.2,38.04,11.06
Sunflower,Odisha,Sambalpur,Rabi,2002,16442.44,26559.47,1.6153,679.89,23.31,49.54,6.07,68.33,42.63,41.25,2.78
Potato,Haryana,Gurugram,Whole Year,2022,5891.7,169000.47,28.6845,741.49,19.95,72.44,5.86,107.78,80.72,101.6,1.39
Maize,Tamil Nadu,Salem,Kharif,2009,23126.89,86267.93,3.7302,882.56,23.6,62.98,6.67,80.38,65.5,53.47,14.16
Sugarcane,Odisha,Cuttack,Whole Year,2002,48035.65,3373995.23,70.2394,1236.74,27.49,72.16,7.27,107.37,67.78,92.96,8.1
Onion,Punjab,Bathinda,Rabi,2001,5207.31,148518.73,28.5212,576.04,15.64,61.91,6.8,92.3,58.84,98.56,18.38
Chickpea,Tamil Nadu,Madurai,Rabi,2008,,11704.24,1.6007,534.98,18.13,68.31,7.34,30.0,58.22,34.66,6.76
Onion,Telangana,Hyderabad,Zaid,2017,45310.24,991673.51,21.8863,475.74,25.99,51.54,6.76,95.22,48.44,,8.25
Barley,Odisha,Sambalpur,Rabi,2007,19546.56,48860.54,2.4997,307.47,23.06,44.44,,59.7,50.67,42.28,11.15
Sugarcane,Bihar,Bhagalpur,Whole Year,2017,998.55,83664.61,83.7861,1955.46,34.44,74.14,,146.71,73.38,77.82,6.04
Potato,Haryana,Gurugram,Rabi,2002,9367.96,270879.25,28.9155,804.3,21.94,73.26,5.81,105.34,92.8,107.05,16.83
Groundnut,Punjab,Jalandhar,Zaid,2000,16208.03,25291.01,1.5604,502.74,27.7,52.36,6.5,23.35,47.77,62.96,18.17
Onion,Punjab,Amritsar,Zaid,2013,37457.05,938317.83,25.0505,,19.09,64.89,6.4,83.78,59.78,81.29,7.44
Potato,Odisha,Rourkela,Whole Year,2023,33768.99,834303.42,24.7062,741.86,20.86,73.44,5.03,100.6,83.77,104.76,14.17
Maize,Uttar Pradesh,Kanpur,Zaid,2011,25924.01,125441.1,4.8388,1139.1,27.04,65.23,6.34,91.57,60.53,53.43,1.12
Potato,Odisha,Bhubaneswar,Rabi,2020,3447.91,86718.38,25.151,874.57,16.68,81.82,5.14,80.7,91.65,123.93,6.78
Onion,Madhya Pradesh,Indore,Zaid,2007,34978.38,760993.13,21.7561,642.14,,50.14,7.26,84.81,51.37,63.62,3.44
Sugarcane,Haryana,Hisar,Kharif,2003,20815.69,1832611.27,88.0399,1962.68,33.99,85.06,6.68,127.92,75.36,108.1,2.22
Maize,Andhra Pradesh,Vijayawada,Kharif,2009,8615.87,46978.03,5.4525,807.96,23.9,75.14,6.63,,67.35,67.01,10.77
Sunflower,Gujarat,Rajkot,Rabi,2021,34027.31,44249.11,1.3004,542.03,31.65,44.37,6.6,80.49,44.08,43.05,6.88
Groundnut,Odisha,Cuttack,Kharif,2004,36347.02,67085.69,1.8457,545.71,33.69,51.97,6.29,23.23,43.79,84.78,5.05
Jowar,Rajasthan,Jaipur,Kharif,2004,6456.55,10825.05,1.6766,753.62,26.42,56.98,6.75,82.48,28.31,43.08,12.09
