temperature,rainfall,humidity,soil_pH,nitrogen,phosphorus,potassium,solar_radiation,wind_speed,soil_moisture,crop_type,yield,yield_category,crop_name
29.64,894.04,83.5,7.0,75.22,78.58,84.39,9.96,3.88,28.99,6,7.173,Low,Barley
31.67,867.82,64.88,7.16,101.07,35.07,101.89,12.7,4.4,57.74,6,8.536,High,Barley
29.75,1266.08,59.18,4.92,190.53,60.76,77.72,25.23,5.06,39.41,3,7.04,Low,Soybean
37.05,577.0,84.59,6.17,109.71,62.88,53.67,24.57,3.09,27.83,4,7.033,Low,Cotton
26.97,671.24,57.63,7.26,20.0,53.09,77.29,18.26,3.77,37.55,7,8.472,High,Millet
31.01,1210.89,43.81,6.72,111.88,75.44,94.95,24.65,1.53,53.17,3,8.421,High,Soybean
20.45,721.34,57.25,5.54,125.4,76.63,69.82,17.36,3.71,44.9,7,8.377,High,Millet
24.68,1170.16,74.29,4.56,20.0,56.19,95.18,17.03,4.25,61.78,6,6.786,Low,Barley
31.17,1409.83,85.88,6.21,173.36,54.38,109.12,18.23,4.27,66.54,4,7.232,Low,Cotton
32.09,779.46,66.67,6.44,91.45,89.98,86.01,17.5,5.1,27.25,7,8.473,High,Millet
25.24,1104.41,84.77,5.79,133.14,78.66,79.3,17.14,2.34,26.16,4,7.935,Medium,Cotton
26.57,553.89,44.63,6.61,110.96,61.45,100.73,22.57,2.7,25.43,4,7.651,Medium,Cotton
17.89,1126.42,58.35,6.91,68.47,27.42,58.6,18.6,6.34,31.51,6,7.0,Low,Barley
24.86,959.83,60.67,7.04,77.18,66.88,56.13,20.85,3.27,61.56,3,8.456,High,Soybean
32.34,1041.91,63.28,4.62,82.6,73.96,73.34,22.13,3.8,53.41,3,7.502,Medium,Soybean
30.45,706.33,66.26,5.45,163.43,10.0,67.7,19.55,3.4,36.82,4,7.842,Medium,Cotton
30.0,401.67,75.36,6.26,114.1,65.04,59.92,14.12,2.27,44.83,1,8.484,High,Wheat
27.3,1050.98,58.33,6.96,99.13,51.67,125.76,12.59,5.94,66.06,2,8.207,High,Maize
27.04,280.98,67.09,6.89,82.62,55.58,134.3,18.6,2.71,73.62,6,7.062,Low,Barley
23.04,804.79,64.32,6.88,167.85,41.85,71.16,17.31,1.81,48.89,2,8.305,High,Maize
31.19,1182.35,51.11,6.19,178.57,57.04,82.29,18.35,2.82,10.0,2,7.754,Medium,Maize
29.53,957.57,63.29,6.24,167.39,87.84,75.3,17.94,0.5,49.46,3,9.152,High,Soybean
29.95,1484.5,62.85,5.92,139.7,51.07,107.69,28.0,2.52,59.02,3,7.032,Low,Soybean
23.84,1207.53,62.52,7.11,131.59,79.31,112.64,12.68,2.05,48.37,1,8.198,High,Wheat
14.08,703.83,65.48,5.76,71.36,43.87,35.57,10.04,4.43,55.9,2,5.874,Low,Maize
33.58,908.19,66.14,7.18,110.17,75.18,91.9,19.33,2.49,50.36,2,9.075,High,Maize
24.13,885.79,58.52,6.67,92.65,60.03,47.33,16.49,4.83,26.48,4,8.684,High,Cotton
21.82,425.35,84.09,6.46,46.98,67.04,123.96,19.26,5.6,31.71,3,7.473,Medium,Soybean
31.16,617.88,47.46,5.97,162.28,60.14,91.01,20.34,4.67,40.18,2,8.356,High,Maize
24.65,731.77,54.19,5.42,92.17,72.83,59.42,23.14,3.18,60.98,5,7.927,Medium,Sugarcane
33.36,289.13,100.0,5.98,167.84,10.0,73.97,11.97,3.71,33.51,1,5.633,Low,Wheat
30.7,914.25,49.43,6.24,155.27,31.6,72.78,15.77,1.21,51.84,7,8.715,High,Millet
31.1,825.28,44.69,4.6,142.27,68.34,93.13,19.72,3.3,49.56,5,7.655,Medium,Sugarcane
18.8,398.13,76.02,6.34,144.52,19.13,106.05,21.08,2.21,68.79,5,6.896,Low,Sugarcane
34.27,1021.26,33.84,7.24,95.39,49.39,51.29,26.77,4.54,44.37,7,6.59,Low,Millet
28.57,1114.76,61.47,6.95,194.31,58.91,125.97,21.82,7.36,18.68,6,8.082,Medium,Barley
24.78,968.11,97.19,6.1,121.73,43.44,120.14,17.77,4.25,54.7,6,9.098,High,Barley
27.86,802.78,41.83,6.54,132.08,46.17,58.12,14.44,0.51,77.07,1,8.263,High,Wheat
16.34,1077.43,35.27,6.06,94.04,65.43,81.82,15.74,2.96,55.69,5,6.032,Low,Sugarcane
29.45,1104.07,42.51,6.62,82.75,80.19,122.77,15.63,3.68,33.19,2,8.907,High,Maize
20.82,992.22,78.48,7.73,139.09,40.83,110.82,20.62,3.63,28.77,3,7.655,Medium,Soybean
18.88,652.62,81.87,7.27,128.7,48.5,71.58,19.03,2.4,30.71,1,7.198,Low,Wheat
17.87,982.98,57.31,6.92,88.43,45.37,100.36,12.71,3.87,75.05,4,6.652,Low,Cotton
33.68,1258.64,75.25,6.11,62.46,11.57,154.93,16.26,1.64,40.09,7,7.467,Medium,Millet
23.22,721.01,85.85,7.1,69.2,62.83,82.63,21.51,2.08,35.06,5,7.83,Medium,Sugarcane
36.2,1529.38,91.81,5.15,167.85,78.69,64.18,19.41,4.47,42.62,1,5.785,Low,Wheat
23.79,742.31,61.3,6.3,95.47,80.33,84.31,20.27,1.98,40.25,0,8.38,High,Rice
16.76,909.72,30.48,6.97,106.44,42.58,86.16,19.53,4.31,68.51,0,6.549,Low,Rice
20.3,698.25,52.69,7.09,178.01,34.97,66.89,24.51,1.45,29.78,6,7.503,Medium,Barley
34.41,966.98,58.6,7.04,75.11,60.43,91.04,18.94,6.15,62.71,7,8.001,Medium,Millet
26.06,377.33,61.12,6.74,90.92,76.59,48.64,16.46,2.34,46.83,3,8.275,High,Soybean
23.71,736.19,62.18,6.34,89.25,63.1,63.36,14.34,3.16,63.11,2,8.25,High,Maize
27.96,572.36,81.78,6.93,184.72,65.79,98.96,19.0,4.0,68.74,3,7.668,Medium,Soybean
30.01,940.6,84.12,5.74,199.74,82.84,36.13,8.24,2.65,46.27,3,8.019,Medium,Soybean
33.7,1198.33,62.42,5.82,150.06,45.22,102.58,17.26,3.72,40.27,3,7.729,Medium,Soybean
35.69,1093.8,81.48,6.55,151.34,55.6,29.7,17.18,4.36,45.99,7,8.153,High,Millet
24.84,200.0,70.36,6.64,96.79,92.69,36.72,12.54,4.94,43.58,3,6.929,Low,Soybean
19.04,1512.62,65.97,5.04,197.89,56.06,67.53,14.29,4.69,20.15,4,5.697,Low,Cotton
24.52,988.58,78.6,6.86,130.71,34.65,87.17,21.24,3.24,68.29,7,8.064,Medium,Millet
28.56,667.05,66.08,7.12,154.12,46.61,113.13,18.92,3.28,48.69,4,9.072,High,Cotton
21.22,947.14,95.87,6.44,115.78,41.24,81.44,18.41,7.02,27.55,7,7.982,Medium,Millet
21.26,952.86,43.42,8.4,109.28,67.14,73.84,19.23,4.92,13.99,6,6.811,Low,Barley
29.06,699.95,57.27,5.95,186.52,42.08,94.49,18.37,2.12,10.09,1,8.739,High,Wheat
26.71,959.38,63.1,6.21,141.59,65.42,58.23,22.97,3.65,56.56,0,8.014,Medium,Rice
27.2,717.76,71.59,6.18,178.06,45.28,83.49,18.49,3.0,35.72,3,8.581,High,Soybean
22.45,778.69,84.02,6.44,130.21,17.53,50.01,12.17,3.3,38.18,6,7.539,Medium,Barley
25.62,694.12,64.63,6.24,86.07,66.13,82.06,24.52,1.66,52.32,1,7.687,Medium,Wheat
21.45,470.2,43.67,5.37,96.67,62.97,76.75,19.48,2.88,37.26,0,6.937,Low,Rice
32.34,943.75,77.64,6.06,124.12,70.36,59.89,15.64,6.22,53.2,5,8.713,High,Sugarcane
33.21,1075.59,76.32,6.42,94.94,46.54,84.13,12.99,4.37,46.43,2,7.836,Medium,Maize
15.92,1054.47,35.87,7.48,75.7,44.41,83.96,19.58,0.5,43.74,4,6.847,Low,Cotton
21.42,1145.98,64.94,8.26,168.06,68.03,109.39,17.53,5.33,21.41,5,6.719,Low,Sugarcane
18.02,997.3,41.15,7.57,98.21,90.38,39.86,24.3,5.13,32.7,7,6.53,Low,Millet
23.1,740.18,55.03,5.88,125.53,60.22,78.1,16.62,2.96,54.04,0,8.368,High,Rice
26.5,1151.9,51.46,5.94,131.85,68.49,60.99,14.65,4.58,34.77,5,8.592,High,Sugarcane
18.3,492.74,77.14,6.37,96.47,53.57,101.74,21.58,2.21,63.08,2,6.442,Low,Maize
21.47,629.8,66.75,7.93,178.03,29.13,98.85,21.7,2.79,80.2,6,6.655,Low,Barley
20.98,610.74,45.72,6.37,75.31,79.35,92.7,18.67,5.75,54.85,0,8.415,High,Rice
28.24,1224.02,78.2,5.44,130.47,78.17,62.4,20.71,3.09,67.39,5,7.468,Medium,Sugarcane
27.42,1182.84,43.49,6.1,129.84,74.22,102.14,17.85,0.7,55.81,4,7.762,Medium,Cotton
22.67,1046.19,69.95,7.11,117.83,56.36,41.75,18.94,3.41,36.99,4,8.922,High,Cotton
28.06,1221.58,52.79,7.05,68.12,71.94,36.62,22.66,3.38,48.0,1,8.269,High,Wheat
23.72,636.22,59.51,6.34,154.83,77.88,48.1,20.5,5.3,75.2,5,8.252,High,Sugarcane
25.37,1004.58,72.56,7.05,149.74,92.4,79.16,17.32,3.52,37.15,3,8.444,High,Soybean
37.04,862.45,72.82,4.68,92.98,79.77,96.88,23.41,2.87,29.41,5,7.15,Low,Sugarcane
35.04,1154.06,85.05,6.58,148.3,61.28,15.0,8.54,5.07,27.99,6,6.349,Low,Barley
19.2,865.43,63.77,7.19,135.0,33.83,113.07,26.21,3.68,41.74,0,7.383,Low,Rice
31.98,784.52,69.6,5.83,68.78,63.11,83.28,11.18,2.37,29.95,0,7.456,Low,Rice
31.87,1062.27,58.43,5.83,85.84,65.13,40.81,15.49,5.23,70.11,6,8.065,Medium,Barley
20.11,1162.85,67.73,5.01,165.53,74.18,82.52,17.84,3.79,48.25,5,7.659,Medium,Sugarcane
31.91,699.5,71.59,7.77,132.38,87.08,107.31,17.41,3.5,59.58,6,8.218,High,Barley
36.23,881.68,63.53,5.92,97.43,58.1,94.99,22.03,3.77,40.52,2,7.904,Medium,Maize
20.26,582.47,37.94,6.69,85.66,102.02,107.48,13.77,1.89,27.9,7,7.344,Low,Millet
21.49,200.0,69.97,6.98,99.38,24.81,45.84,19.04,2.71,25.36,6,6.365,Low,Barley
33.11,960.14,70.47,7.71,102.22,68.39,69.65,15.69,3.51,31.38,4,8.483,High,Cotton
28.63,1082.67,54.8,6.38,86.16,44.03,56.88,19.18,3.21,50.21,6,8.195,High,Barley
30.31,978.62,45.73,6.07,50.33,21.86,122.94,17.74,5.41,52.8,0,8.65,High,Rice
29.04,315.13,87.14,6.64,165.6,55.96,95.98,18.37,3.83,54.05,4,7.905,Medium,Cotton
29.34,794.75,72.37,7.53,158.83,30.86,151.18,15.8,4.78,22.67,0,8.645,High,Rice
19.04,234.5,61.56,6.36,69.07,56.77,68.31,15.96,3.51,44.99,1,7.471,Medium,Wheat
33.28,1310.91,47.94,5.74,125.45,60.7,61.88,19.15,5.08,29.61,3,7.233,Low,Soybean
34.02,574.18,52.67,5.27,83.91,82.37,76.43,21.77,4.1,51.02,0,7.422,Low,Rice
25.62,1276.62,84.54,5.52,109.54,29.85,114.46,15.61,3.52,52.19,4,8.412,High,Cotton
26.74,1183.76,67.06,7.19,106.21,78.17,70.85,14.52,3.48,27.42,1,8.113,Medium,Wheat
17.81,629.82,56.74,6.24,102.89,61.96,83.11,20.45,2.07,59.52,0,7.16,Low,Rice
30.09,560.16,72.65,6.01,200.12,80.58,82.42,17.87,4.26,80.08,2,7.714,Medium,Maize
30.43,1005.11,52.78,5.93,102.39,51.36,80.99,21.32,3.44,57.52,6,7.888,Medium,Barley
26.63,646.7,87.51,6.57,87.67,33.36,63.69,14.38,2.75,42.56,3,8.348,High,Soybean
33.75,930.75,85.29,6.31,89.5,35.65,76.57,10.88,5.16,40.25,0,7.967,Medium,Rice
25.0,755.15,58.0,6.28,161.75,34.16,75.5,15.87,1.62,41.86,1,8.854,High,Wheat
30.39,365.65,55.57,7.58,53.92,69.56,79.81,14.93,2.87,33.59,2,6.593,Low,Maize
20.88,230.86,25.73,7.73,89.5,89.54,103.59,17.68,5.04,48.79,5,6.763,Low,Sugarcane
26.86,968.01,42.78,5.21,177.87,48.7,124.02,15.45,3.97,27.92,1,7.485,Medium,Wheat
25.95,731.53,44.91,6.76,129.76,72.58,58.99,20.96,3.43,16.65,6,7.469,Medium,Barley
28.35,734.07,67.03,5.88,127.68,29.53,70.2,16.85,3.88,48.29,1,8.674,High,Wheat
24.78,1108.76,60.11,6.3,205.29,63.61,59.37,18.6,3.77,45.32,2,9.112,High,Maize
26.21,1252.03,44.82,6.75,129.85,73.37,84.68,18.63,1.23,36.43,1,8.539,High,Wheat
31.96,818.24,60.78,6.33,91.67,31.04,66.54,18.78,2.98,25.76,2,8.225,High,Maize
24.38,797.82,72.58,6.68,108.72,55.92,85.99,17.9,5.92,49.35,0,9.596,High,Rice
17.36,1050.04,72.92,7.04,74.58,74.32,107.59,20.04,2.51,30.15,7,7.708,Medium,Millet
37.5,492.92,36.5,6.74,170.24,10.0,16.85,14.82,3.02,42.92,2,6.952,Low,Maize
35.29,966.95,63.08,5.98,142.98,86.71,92.29,23.6,2.69,71.47,2,7.703,Medium,Maize
19.25,1065.57,44.25,6.0,164.98,67.07,68.5,17.05,3.37,54.77,3,7.515,Medium,Soybean
31.14,1104.07,78.53,5.35,168.52,74.33,91.51,12.75,2.63,24.46,2,7.474,Medium,Maize
23.98,318.97,76.76,5.82,103.43,51.75,57.59,18.75,4.23,25.88,2,7.929,Medium,Maize
28.58,671.59,51.53,8.07,82.21,25.55,109.91,14.6,3.8,47.28,5,7.573,Medium,Sugarcane
28.77,636.52,53.51,5.87,117.93,70.68,102.83,20.66,4.66,24.37,7,7.908,Medium,Millet
25.59,929.97,58.08,5.55,85.09,58.35,94.21,26.84,1.92,14.97,0,7.307,Low,Rice
22.3,1044.22,31.21,6.76,126.6,60.64,99.83,14.85,2.99,52.99,6,7.947,Medium,Barley
22.86,1349.01,70.04,6.41,165.28,81.75,61.36,19.33,3.16,49.81,3,7.954,Medium,Soybean
21.5,751.51,60.91,6.34,113.27,75.24,64.51,10.98,4.18,51.76,5,7.86,Medium,Sugarcane
22.01,750.73,79.55,7.63,126.0,98.42,98.81,19.82,2.31,48.95,4,8.802,High,Cotton
26.6,1244.9,48.52,6.94,116.25,63.08,60.81,14.46,4.87,44.02,7,8.154,High,Millet
22.71,988.97,55.71,6.08,152.11,46.18,116.14,15.5,5.28,35.07,0,8.216,High,Rice
31.09,1280.3,42.4,6.16,93.29,56.23,71.91,13.59,2.02,52.74,0,7.057,Low,Rice
35.92,986.62,49.94,6.1,32.14,68.31,92.55,20.93,2.76,67.95,4,8.125,Medium,Cotton
23.52,552.87,47.27,7.2,138.83,80.32,132.48,22.03,2.7,37.48,6,7.977,Medium,Barley
28.44,500.06,79.94,6.25,159.51,30.66,62.34,18.09,7.45,29.69,2,8.171,High,Maize
30.0,434.55,54.53,5.07,137.85,60.17,81.72,14.54,2.86,27.97,5,6.775,Low,Sugarcane
29.83,1098.62,66.86,6.46,94.39,92.19,106.35,24.36,6.02,32.0,1,8.438,High,Wheat
27.46,1256.58,59.29,5.27,74.6,55.2,103.78,15.0,1.6,48.04,3,8.417,High,Soybean
31.46,1454.81,45.96,8.25,139.78,78.62,71.8,9.35,2.02,12.91,1,5.12,Low,Wheat
29.89,1152.93,62.48,5.73,125.66,69.86,67.08,19.83,2.47,51.59,4,8.612,High,Cotton
19.57,1248.85,73.99,6.37,114.97,79.12,74.17,13.58,2.23,54.66,0,7.111,Low,Rice
32.21,726.0,46.88,6.71,192.9,43.8,116.2,21.95,3.1,18.03,6,8.516,High,Barley
32.32,553.08,77.14,6.27,82.13,43.89,73.02,16.48,2.44,30.31,0,7.859,Medium,Rice
22.42,1155.02,52.25,6.27,191.0,60.41,81.95,20.41,2.27,46.2,3,8.402,High,Soybean
27.23,1025.3,57.76,6.84,121.27,29.36,69.33,23.61,5.24,42.85,0,8.379,High,Rice
31.1,932.23,72.96,7.72,46.58,54.61,97.64,13.16,5.34,52.79,0,7.704,Medium,Rice
25.74,1016.21,55.05,7.11,112.83,65.06,83.89,15.74,4.92,42.88,3,8.675,High,Soybean
33.44,996.96,65.56,7.68,158.38,95.69,54.91,17.7,4.29,63.97,5,7.047,Low,Sugarcane
41.18,1285.15,60.28,5.66,105.4,68.05,55.78,24.15,3.64,40.18,5,6.16,Low,Sugarcane
22.28,1288.5,66.94,6.75,61.01,72.5,30.03,15.37,2.75,30.25,3,7.646,Medium,Soybean
18.71,1063.27,29.29,6.62,113.42,83.29,59.22,15.62,2.07,29.05,6,7.565,Medium,Barley
28.82,1153.74,37.55,6.78,85.71,40.71,99.85,19.91,4.04,56.03,4,7.975,Medium,Cotton
31.33,1054.22,74.24,7.6,139.67,56.7,113.09,15.69,1.74,45.44,7,8.093,Medium,Millet
25.61,761.65,80.56,6.32,150.94,108.51,97.14,18.61,2.01,54.51,0,9.101,High,Rice
35.72,1126.97,51.34,6.18,77.75,58.42,93.87,11.79,5.23,54.2,6,6.732,Low,Barley
18.97,481.65,61.34,6.93,91.77,82.33,76.84,26.86,6.35,14.7,0,6.207,Low,Rice
31.16,1216.17,69.42,5.08,150.27,79.27,99.37,12.61,4.09,27.9,7,6.647,Low,Millet
23.36,541.64,75.4,6.31,85.65,30.44,87.16,16.71,5.16,29.69,4,8.339,High,Cotton
37.32,985.74,34.58,6.39,76.71,66.21,125.11,17.87,3.13,32.76,5,7.79,Medium,Sugarcane
38.96,646.45,51.71,5.76,72.85,62.93,77.54,25.65,1.49,38.69,6,6.156,Low,Barley
22.4,1066.02,60.01,7.35,134.08,66.6,113.58,12.7,4.42,59.99,2,8.21,High,Maize
23.7,889.82,75.55,5.65,132.37,44.92,101.85,25.93,4.35,62.98,2,7.708,Medium,Maize
32.16,421.57,100.0,6.39,92.64,37.66,98.39,21.03,3.61,40.61,7,6.853,Low,Millet
24.68,1026.21,61.58,6.73,120.2,50.48,29.71,19.67,3.14,41.23,2,8.098,Medium,Maize
26.73,726.62,43.9,7.58,181.09,58.04,103.23,14.06,4.94,34.42,5,8.283,High,Sugarcane
27.15,1164.34,71.03,6.49,81.04,83.7,76.81,20.28,2.02,46.34,7,8.51,High,Millet
15.48,900.4,84.81,7.25,41.93,96.35,68.9,15.11,2.34,48.04,5,7.732,Medium,Sugarcane
26.92,1018.63,66.62,7.06,138.2,87.93,42.93,23.07,1.99,57.1,4,8.519,High,Cotton
22.86,612.73,51.4,6.6,115.58,77.2,79.86,14.12,3.63,56.98,0,7.889,Medium,Rice
24.04,723.2,79.37,5.63,91.6,39.91,80.84,17.55,1.87,10.47,4,8.201,High,Cotton
35.66,762.41,74.95,5.35,146.08,51.82,47.42,15.78,2.47,42.71,4,7.786,Medium,Cotton
19.46,1157.01,49.61,6.59,153.57,64.2,43.17,14.05,2.44,65.76,5,6.109,Low,Sugarcane
31.88,1403.21,70.72,6.07,31.67,47.35,92.17,20.97,3.11,38.43,7,7.32,Low,Millet
25.33,658.45,79.96,7.24,93.9,71.54,101.79,20.14,1.27,62.09,7,7.709,Medium,Millet
25.32,1223.05,82.73,7.1,212.7,74.41,84.76,22.84,3.63,40.4,2,7.963,Medium,Maize
31.74,249.1,64.0,6.35,143.34,70.73,108.77,10.88,5.37,47.62,1,7.137,Low,Wheat
29.04,541.74,59.63,5.57,147.04,80.5,77.84,22.26,3.7,27.95,0,7.897,Medium,Rice
30.42,612.37,83.41,6.91,166.92,41.91,78.64,28.0,5.81,28.51,5,7.282,Low,Sugarcane
32.81,494.25,46.85,5.69,120.68,78.66,57.07,16.19,5.5,55.88,2,7.821,Medium,Maize
25.01,424.92,71.58,5.89,151.87,46.09,40.99,25.58,4.67,58.23,6,7.367,Low,Barley
23.33,1023.9,44.45,5.72,148.72,41.18,126.37,16.95,3.61,45.4,1,8.753,High,Wheat
20.49,835.78,80.98,6.39,141.56,70.64,108.28,12.51,3.53,26.59,1,7.954,Medium,Wheat
22.05,1013.82,61.13,7.44,107.12,84.32,45.19,16.78,4.65,45.66,5,8.872,High,Sugarcane
44.69,1107.14,84.03,6.5,126.88,69.76,83.89,22.19,2.91,63.86,3,6.374,Low,Soybean
34.47,979.69,72.37,6.15,96.47,60.42,77.5,14.65,0.68,71.14,0,7.505,Medium,Rice
18.89,1097.33,46.65,5.28,120.51,66.2,73.15,15.6,4.24,40.25,1,6.75,Low,Wheat
19.07,879.14,86.37,6.94,73.26,62.73,69.77,20.37,1.8,20.1,5,7.751,Medium,Sugarcane
29.89,543.9,88.27,5.88,88.38,37.48,89.53,18.01,2.06,57.61,5,7.752,Medium,Sugarcane
30.28,1217.34,78.23,6.59,108.71,35.15,100.45,20.34,3.5,40.86,2,9.358,High,Maize
30.29,723.27,53.58,6.22,82.25,58.42,90.06,18.95,3.36,59.15,6,8.359,High,Barley
25.47,619.32,60.41,7.17,99.8,61.6,76.99,19.92,1.38,49.22,3,8.525,High,Soybean
26.25,846.62,67.18,6.37,113.44,60.23,76.07,16.27,3.75,31.75,0,9.112,High,Rice
28.97,626.16,54.44,6.45,136.09,73.52,103.42,18.93,4.95,45.87,7,8.486,High,Millet
27.52,774.77,90.39,6.89,157.97,55.69,91.59,14.29,1.81,64.63,4,8.334,High,Cotton
13.68,1003.22,67.16,8.19,101.45,71.26,81.82,23.15,5.41,42.76,6,6.551,Low,Barley
25.62,1004.5,24.45,7.21,173.4,57.11,79.1,15.46,1.16,29.48,6,7.913,Medium,Barley
21.89,630.65,70.09,6.43,157.54,96.47,88.63,22.52,6.68,21.17,2,8.318,High,Maize
28.05,753.69,59.78,6.5,140.16,61.61,68.29,17.07,2.88,33.42,7,8.609,High,Millet
44.91,1222.3,63.88,6.08,126.15,106.81,100.54,18.81,3.72,38.85,1,7.208,Low,Wheat
29.2,1048.92,59.47,5.74,132.76,67.04,53.1,16.02,0.66,57.3,1,9.028,High,Wheat
25.12,1522.52,77.11,6.06,167.48,55.73,69.71,13.94,3.41,28.19,2,7.035,Low,Maize
32.53,1254.04,81.8,5.88,168.94,42.01,95.28,11.02,3.84,68.31,5,6.779,Low,Sugarcane
29.9,1243.29,69.25,7.02,173.4,31.14,51.68,13.78,3.37,24.94,1,8.512,High,Wheat
29.52,483.64,59.91,5.64,121.65,40.17,40.67,16.7,2.66,79.97,3,7.255,Low,Soybean
30.64,1129.16,64.38,7.57,142.2,42.41,81.58,18.85,2.08,70.88,0,7.553,Medium,Rice
39.34,884.07,65.29,7.1,173.74,67.9,37.59,22.04,5.2,47.12,6,7.797,Medium,Barley
20.21,734.71,52.96,6.52,95.05,49.48,47.53,16.22,3.55,20.28,6,7.444,Low,Barley
29.84,950.4,73.68,6.5,107.26,63.74,98.91,14.47,5.81,44.17,3,8.348,High,Soybean
21.44,1183.56,71.9,6.05,120.64,85.64,74.88,12.23,2.71,39.2,7,8.387,High,Millet
30.33,1050.25,88.11,6.72,155.98,58.24,112.14,19.92,2.85,25.89,1,7.956,Medium,Wheat
21.49,636.46,83.83,7.37,156.61,101.58,49.88,23.53,4.72,49.37,6,8.527,High,Barley
24.5,1122.74,54.71,5.94,110.77,36.48,77.65,23.07,1.07,32.65,4,7.856,Medium,Cotton
25.23,708.72,77.3,5.27,59.66,56.99,89.99,20.84,1.68,34.28,7,8.74,High,Millet
32.85,965.0,50.74,7.06,129.85,49.21,50.74,20.55,5.15,41.94,0,7.802,Medium,Rice
32.51,808.99,75.44,6.76,83.27,78.73,105.79,24.79,1.74,36.38,0,8.435,High,Rice
19.53,834.34,57.25,5.6,60.4,15.2,92.77,19.33,0.77,76.17,6,7.342,Low,Barley
27.33,1129.87,49.65,5.91,69.45,31.14,39.77,20.58,6.3,36.96,2,8.47,High,Maize
22.74,587.94,69.2,5.81,133.06,57.85,79.06,16.72,1.41,51.61,7,8.59,High,Millet
19.45,1483.56,24.88,5.92,174.44,91.03,89.65,12.55,3.78,47.18,6,6.309,Low,Barley
25.7,353.67,38.74,6.24,121.56,64.52,65.25,15.26,3.6,50.29,2,7.143,Low,Maize
25.15,720.7,62.34,6.29,128.46,32.97,43.0,17.96,0.5,51.44,6,8.743,High,Barley
41.56,1011.06,66.24,5.98,167.32,36.06,86.96,18.24,3.1,58.22,4,7.404,Low,Cotton
29.6,1075.29,59.46,5.89,58.22,93.46,135.28,25.71,4.17,49.0,7,8.07,Medium,Millet
18.73,869.86,41.31,6.32,140.81,47.58,70.33,18.33,4.03,48.37,5,8.167,High,Sugarcane
23.61,882.78,52.73,6.63,119.54,41.14,119.23,22.72,4.86,45.88,0,8.783,High,Rice
33.13,1023.17,70.87,6.25,142.64,89.55,61.19,16.26,2.92,42.92,6,8.345,High,Barley
39.53,830.68,73.73,7.43,100.66,80.22,85.39,16.75,4.57,31.32,4,7.417,Low,Cotton
17.48,1317.95,64.76,6.91,87.28,85.48,99.29,12.68,2.47,44.09,2,7.063,Low,Maize
15.72,1151.8,82.35,5.23,125.62,41.0,79.79,15.03,1.38,48.62,2,6.51,Low,Maize
38.23,1161.85,70.96,6.92,185.97,29.5,72.56,20.11,1.55,51.03,0,7.76,Medium,Rice
29.34,610.15,53.79,6.98,154.44,62.66,98.15,18.03,1.31,47.7,3,8.415,High,Soybean
21.79,876.18,60.79,6.15,99.69,66.7,127.29,21.77,5.01,41.51,6,8.514,High,Barley
30.21,809.86,43.96,5.3,66.36,67.29,87.51,18.73,1.23,44.14,7,8.228,High,Millet
11.19,598.32,63.38,6.51,52.72,89.56,67.1,16.59,3.91,36.7,1,7.485,Medium,Wheat
27.02,1008.05,81.68,6.49,172.64,25.32,75.26,26.59,3.1,49.7,2,8.209,High,Maize
28.97,738.71,75.28,5.6,81.8,77.19,142.99,17.62,3.35,41.68,7,8.974,High,Millet
32.55,1096.62,86.03,5.34,106.98,38.07,83.37,22.65,5.55,47.71,7,7.351,Low,Millet
20.92,578.94,60.46,6.43,172.85,77.11,65.14,16.4,2.84,60.01,5,8.065,Medium,Sugarcane
27.51,1415.71,85.19,6.31,55.44,50.5,51.37,20.84,4.42,34.36,7,7.492,Medium,Millet
21.45,631.1,62.1,6.17,179.69,43.72,34.35,21.71,3.56,53.95,7,8.146,High,Millet
28.53,965.79,87.07,6.43,109.85,47.8,89.09,18.83,3.27,45.5,5,8.742,High,Sugarcane
21.63,1137.56,64.67,5.62,74.06,31.09,96.37,8.58,6.95,75.32,2,6.989,Low,Maize
24.55,728.81,75.61,6.15,110.11,60.81,70.08,18.07,1.34,41.76,7,8.682,High,Millet
21.03,1155.74,87.13,6.93,91.1,44.55,79.63,22.92,5.43,55.43,3,6.901,Low,Soybean
30.91,531.24,62.1,6.22,137.63,75.73,50.74,20.11,4.48,45.23,3,9.286,High,Soybean
32.15,1335.64,68.28,5.16,94.07,72.8,83.32,19.78,2.78,24.18,4,6.891,Low,Cotton
25.59,904.24,84.33,6.12,43.53,93.76,92.04,11.11,5.94,37.19,5,8.715,High,Sugarcane
27.23,721.08,63.0,5.64,111.18,67.33,66.62,15.12,0.73,58.21,4,8.895,High,Cotton
18.31,810.25,45.19,6.71,65.74,70.41,122.26,19.65,2.72,38.51,5,8.371,High,Sugarcane
25.2,1142.68,97.15,6.76,128.17,88.0,59.07,19.64,1.69,11.7,6,7.552,Medium,Barley
26.7,724.66,57.95,5.17,72.51,47.45,87.09,22.86,4.12,44.53,6,8.071,Medium,Barley
42.72,675.19,67.38,7.11,100.48,30.23,101.21,17.42,1.83,28.61,7,6.356,Low,Millet
20.33,833.54,82.34,5.61,127.3,64.0,78.07,19.62,4.15,46.98,1,8.82,High,Wheat
35.79,546.91,55.87,7.75,111.5,31.55,75.29,18.07,3.22,68.27,6,6.266,Low,Barley
